DateTime:,24:03.1,,,,,,,,,,,,,,,
name,platform,release year,publisher,north america sales,PAL sales,japan sales,rest of world sales,global sales,release date,critic score,critic outof,critic count,user score,user count,developer,rating
The Thing,VU Games,09th Sep 02  ,VU Games,0.15m,0.04m,N/A,0.01m,0.20m,,,,,,,,
Tom and Jerry in House Trap,Mattel Interactive,24th Nov 00  ,Mattel Interactive,0.11m,0.07m,N/A,0.01m,0.20m,,,,,,,,
Power Rangers: Time Force,THQ,15th Sep 01  ,THQ,0.14m,0.05m,N/A,0.00m,0.20m,,,,,,,,
Chronicles of Mystery: Curse of the Ancient Temple,City Interactive,27th Oct 09  ,City Interactive,0.07m,0.10m,N/A,0.02m,0.20m,,,,,,,,
MotoGP 14,Namco Bandai Games,04th Nov 14  ,Namco Bandai Games,0.05m,0.11m,N/A,0.03m,0.20m,,,,,,,,
Total War: Shogun 2 - Fall of the Samurai,Sega,23rd Mar 12  ,Sega,0.07m,0.10m,N/A,0.02m,0.20m,,,,,,,,
Jikkyou Powerful Pro Yakyuu 2011,Konami,14th Jul 11  ,Konami,N/A,N/A,0.20m,N/A,0.20m,,,,,,,,
DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,Shogakukan,07th Dec 06  ,Shogakukan,N/A,N/A,0.20m,N/A,0.20m,,,,,,,,
"b""Baldurs Gate: Dark Alliance""",Interplay,22nd Oct 02  ,Interplay,0.15m,0.04m,N/A,0.01m,0.20m,,,,,,,,
Prince of Persia: Warrior Within,Ubisoft,30th Nov 04  ,Ubisoft,0.15m,0.04m,N/A,0.01m,0.20m,,,,,,,,
Warriors Orochi,KOEI,18th Sep 07  ,KOEI,0.17m,0.01m,N/A,0.02m,0.20m,,,,,,,,
UFC: Tapout,Crave Entertainment,17th Feb 02  ,Crave Entertainment,0.14m,0.05m,N/A,0.01m,0.20m,,,,,,,,
Aikatsu! Cinderella Lesson,Namco Bandai Games,15th Nov 12  ,Namco Bandai Games,N/A,N/A,0.20m,N/A,0.20m,,,,,,,,
Batman: Return to Arkham,Warner Bros. Interactive Entertainment,18th Oct 16  ,Warner Bros. Interactive Entertainment,0.12m,0.06m,N/A,0.02m,0.20m,,,,,,,,
Way of the Samurai 4,Acquire,03rd Mar 11  ,Acquire,N/A,0.03m,0.16m,0.01m,0.20m,,,,,,,,
Predator: Concrete Jungle,VU Games,26th Apr 05  ,VU Games,0.10m,0.07m,N/A,0.03m,0.20m,,,,,,,,
Big Mutha Truckers 2,THQ,23rd Aug 05  ,THQ,0.10m,0.07m,N/A,0.03m,0.20m,,,,,,,,
The Naked Brothers Band: The Video Game,THQ,20th Oct 08  ,THQ,0.18m,N/A,N/A,0.01m,0.20m,,,,,,,,
X-Men Origins: Wolverine,Activision,01st May 09  ,Activision,0.13m,0.04m,N/A,0.03m,0.20m,,,,,,,,
Injustice: Gods Among Us,Warner Bros. Interactive Entertainment,16th Apr 13  ,Warner Bros. Interactive Entertainment,0.09m,0.09m,0.00m,0.02m,0.20m,,,,,,,,
NHL FaceOff 2001,Sony Computer Entertainment,05th Feb 01  ,Sony Computer Entertainment,0.10m,0.07m,N/A,0.02m,0.20m,,,,,,,,
Mana Khemia 2: Fall of Alchemy    Read the review,NIS America,25th Aug 09  ,NIS America,0.07m,0.05m,0.05m,0.02m,0.20m,,,,,,,,
The Great Escape,Gotham Games,23rd Jul 03  ,Gotham Games,0.10m,0.07m,N/A,0.02m,0.20m,,,,,,,,
"b""Dexters Lab Chess Challenge""",BAM! Entertainment,15th Oct 02  ,BAM! Entertainment,0.14m,0.05m,N/A,0.00m,0.20m,,,,,,,,
Dead or Alive Paradise    Read the review,Tecmo,30th Mar 10  ,Tecmo,0.08m,0.02m,0.07m,0.02m,0.20m,,,,,,,,
Shutter Island,Merscom LLC,02nd Oct 09  ,Merscom LLC,N/A,0.17m,N/A,0.03m,0.20m,,,,,,,,
Big Mutha Truckers,THQ,20th Jun 03  ,THQ,0.15m,0.04m,N/A,0.01m,0.19m,,,,,,,,
ESA Foundation Compilation,Sony Computer Entertainment,10th Nov 05  ,Sony Computer Entertainment,0.10m,0.07m,N/A,0.02m,0.19m,,,,,,,,
Nascar Unleashed,Activision,01st Nov 11  ,Activision,0.18m,N/A,N/A,0.02m,0.19m,,,,,,,,
The Hobbit,Sierra Entertainment,11th Nov 03  ,Sierra Entertainment,0.14m,0.05m,N/A,0.00m,0.19m,,,,,,,,
Odin Sphere: Leifthrasir,Atlus,07th Jun 16  ,Atlus,0.05m,0.02m,0.10m,0.02m,0.19m,,,,,,,,
Need for Speed: The Run,Electronic Arts,15th Nov 11  ,Electronic Arts,0.09m,0.09m,N/A,0.02m,0.19m,,,,,,,,
The King of Fighters XI,SNK Playmore,13th Nov 07  ,SNK Playmore,0.07m,0.06m,0.04m,0.02m,0.19m,,,,,,,,
Harry Potter and the Goblet of Fire,Electronic Arts,15th Nov 05  ,Electronic Arts,0.17m,0.00m,N/A,0.02m,0.19m,,,,,,,,
Family Guy,2K Games,16th Oct 06  ,2K Games,0.18m,0.00m,N/A,0.02m,0.19m,,,,,,,,
Rune Factory: Tides of Destiny,Natsume,11th Oct 11  ,Natsume,0.13m,N/A,0.06m,0.01m,0.19m,,,,,,,,
Dragon Ball Z: Idainaru Dragon Ball Densetsu,Bandai,31st May 96  ,Bandai,N/A,N/A,0.18m,0.01m,0.19m,,,,,,,,
Pac-Man & Galaga Dimensions,Namco Bandai,26th Jul 11  ,Namco Bandai,0.10m,0.04m,0.04m,0.01m,0.19m,,,,,,,,
NBA Ballers: Chosen One,Midway Games,21st Apr 08  ,Midway Games,0.18m,0.00m,N/A,0.02m,0.19m,,,,,,,,
Spectrobes: Origins,Disney Interactive Studios,18th Aug 09  ,Disney Interactive Studios,0.16m,0.02m,N/A,0.01m,0.19m,,,,,,,,
Iron Chef America: Supreme Cuisine,Destineer,18th Nov 08  ,Destineer,0.18m,N/A,N/A,0.01m,0.19m,,,,,,,,
Sniper Elite,Namco,18th Oct 05  ,Namco,0.10m,0.07m,N/A,0.02m,0.19m,,,,,,,,
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,Sega,08th Dec 05  ,Sega,N/A,N/A,0.19m,N/A,0.19m,,,,,,,,
Parlor! Mini 4,Nippon Telenet,29th Nov 96  ,Nippon Telenet,N/A,N/A,0.19m,N/A,0.19m,,,,,,,,
Breath of Fire II,Capcom,16th Apr 02  ,Capcom,0.14m,0.05m,N/A,0.00m,0.19m,,,,,,,,
Danganronpa 2: Goodbye Despair,Spike,26th Jul 12  ,Spike,N/A,N/A,0.19m,N/A,0.19m,,,,,,,,
Conan,THQ,23rd Oct 07  ,THQ,0.16m,0.02m,N/A,0.01m,0.19m,,,,,,,,
Ice Age 2: The Meltdown,Vivendi Games,14th Mar 06  ,Vivendi Games,0.15m,0.04m,N/A,0.01m,0.19m,,,,,,,,
Petz Pony: Beauty Pageant,Ubisoft,13th Oct 09  ,Ubisoft,0.18m,N/A,N/A,0.01m,0.19m,,,,,,,,
Steins;Gate,Kadokawa Shoten,23rd Jun 11  ,Kadokawa Shoten,N/A,N/A,0.19m,N/A,0.19m,,,,,,,,
Dinotopia: The Timestone Pirates,TDK Core,30th Apr 02  ,TDK Core,0.14m,0.05m,N/A,0.00m,0.19m,,,,,,,,
Power Pro Kun Pocket 12,Konami,03rd Dec 09  ,Konami,N/A,N/A,0.19m,N/A,0.19m,,,,,,,,
Rise of the Argonauts,Codemasters,16th Dec 08  ,Codemasters,0.05m,0.12m,N/A,0.03m,0.19m,,,,,,,,
"b""Peter Jacksons King Kong: The Official Game of the Movie""",Ubisoft,20th Dec 05  ,Ubisoft,0.16m,0.01m,N/A,0.02m,0.19m,,,,,,,,
Rock Band Country Track Pack,MTV Games,21st Jul 09  ,MTV Games,0.18m,N/A,N/A,0.02m,0.19m,,,,,,,,
New Love Plus,Konami,24th Feb 12  ,Konami,N/A,N/A,0.19m,N/A,0.19m,,,,,,,,
J-League Jikkyou Winning Eleven 3,Konami,11th Dec 97  ,Konami,N/A,N/A,0.18m,0.01m,0.19m,,,,,,,,
Are You Smarter Than a 5th Grader? Back to School,Nintendo,02nd Nov 10  ,Nintendo,0.18m,N/A,N/A,0.02m,0.19m,,,,,,,,
We Wish You A Merry Christmas,Destineer,27th Oct 09  ,Destineer,0.13m,0.04m,N/A,0.02m,0.19m,,,,,,,,
Jissen Pachi-Slot Hisshouhou,Sammy Corporation,26th Nov 93  ,Sammy Corporation,N/A,N/A,0.19m,N/A,0.19m,,,,,,,,
Hot Wheels: Track Attack,THQ,23rd Nov 10  ,THQ,0.14m,0.04m,N/A,0.01m,0.19m,,,,,,,,
Manhunt,Rockstar Games,20th Apr 04  ,Rockstar Games,0.14m,0.04m,N/A,0.01m,0.19m,,,,,,,,
Pet Zombies,Majesco,18th Oct 11  ,Majesco,0.18m,N/A,N/A,0.02m,0.19m,,,,,,,,
NCAA Final Four 2003,Sony Computer Entertainment,27th Nov 02  ,Sony Computer Entertainment,0.09m,0.07m,N/A,0.02m,0.19m,,,,,,,,
Dynasty Warriors: Gundam 2    Read the review,Namco Bandai,21st Apr 09  ,Namco Bandai,0.07m,0.03m,0.08m,0.01m,0.19m,,,,,,,,
Aliens vs Predator,Sega,16th Feb 10  ,Sega,N/A,0.17m,N/A,0.02m,0.19m,,,,,,,,
Quantum Theory,Tecmo Koei,28th Sep 10  ,Tecmo Koei,0.05m,0.09m,0.02m,0.03m,0.19m,,,,,,,,
Dream Salon,Zoo Digital Publishing,03rd Nov 09  ,Zoo Digital Publishing,0.18m,N/A,N/A,0.01m,0.19m,,,,,,,,
Scene It? Twilight,Konami,09th Feb 10  ,Konami,0.11m,0.07m,N/A,0.02m,0.19m,,,,,,,,
The Great Ace Attorney - The Adventures of Ryuunosuke Naruhodou,Capcom,09th Jul 15  ,Capcom,N/A,N/A,0.19m,N/A,0.19m,,,,,,,,
"b""J-League Excite Stage 96""",Epoch,26th Apr 96  ,Epoch,N/A,N/A,0.19m,0.00m,0.19m,,,,,,,,
101-in-1 Explosive Megamix,Atlus,21st Apr 09  ,Atlus,0.05m,0.13m,N/A,0.02m,0.19m,,,,,,,,
The Smurfs 2,Ubisoft,23rd Jul 13  ,Ubisoft,N/A,0.18m,N/A,0.01m,0.19m,,,,,,,,
Nobunaga no Yabou: Souzou,Tecmo Koei,12th Dec 13  ,Tecmo Koei,N/A,N/A,0.19m,N/A,0.19m,,,,,,,,
Shiren the Wanderer,Atlus,09th Feb 10  ,Atlus,0.08m,N/A,0.11m,0.01m,0.19m,,,,,,,,
Breath of Fire: Dragon Quarter,Capcom,16th Feb 03  ,Capcom,0.09m,0.07m,N/A,0.02m,0.19m,,,,,,,,
Spore Hero Arena,Electronic Arts,06th Oct 09  ,Electronic Arts,0.18m,0.00m,N/A,0.01m,0.19m,,,,,,,,
Jikkyou J-League Perfect Striker,Konami,20th Dec 96  ,Konami,N/A,N/A,0.19m,0.00m,0.19m,,,,,,,,
Super Robot Taisen: Scramble Commander,Banpresto,06th Nov 03  ,Banpresto,N/A,N/A,0.19m,N/A,0.19m,,,,,,,,
Re-Volt,Acclaim Entertainment,31st Jul 99  ,Acclaim Entertainment,0.11m,0.07m,N/A,0.01m,0.19m,,,,,,,,
Space Invaders Extreme 2,Taito,20th Oct 09  ,Taito,0.17m,0.01m,0.00m,0.01m,0.19m,,,,,,,,
Descent,Interplay,12th Mar 96  ,Interplay,0.11m,0.07m,N/A,0.01m,0.19m,,,,,,,,
Conflict: Denied Ops,Eidos Interactive,12th Feb 08  ,Eidos Interactive,0.08m,0.09m,N/A,0.02m,0.19m,,,,,,,,
Enchanted Arms,Ubisoft,29th Aug 06  ,Ubisoft,0.16m,0.02m,N/A,0.01m,0.19m,,,,,,,,
Battleborn,2K Games,03rd May 16  ,2K Games,0.12m,0.06m,N/A,0.02m,0.19m,,,,,,,,
Test Drive Unlimited 2,Atari,08th Feb 11  ,Atari,0.05m,0.11m,N/A,0.03m,0.19m,,,,,,,,
SpongeBob SquigglePants 3D,THQ,17th May 11  ,THQ,0.13m,0.05m,N/A,0.02m,0.19m,,,,,,,,
South Park: The Stick of Truth,Ubisoft,04th Mar 14  ,Ubisoft,0.07m,0.10m,N/A,0.02m,0.19m,,,,,,,,
Taiko no Tatsujin: Wii U Version!,Namco Bandai Games,21st Nov 13  ,Namco Bandai Games,N/A,N/A,0.19m,N/A,0.19m,,,,,,,,
"b""Disneys Magical Mirror Starring Mickey Mouse""",Nintendo,13th Aug 02  ,Nintendo,0.15m,0.04m,N/A,0.01m,0.19m,,,,,,,,
Dawn of Discovery    Read the review,Ubisoft,23rd Jun 09  ,Ubisoft,0.12m,0.06m,N/A,0.01m,0.19m,,,,,,,,
FIFA 17,Electronic Arts,27th Sep 16  ,Electronic Arts,N/A,0.18m,N/A,0.01m,0.19m,,,,,,,,
Barbie Fashion Show: An Eye for Style,Activision,23rd Sep 08  ,Activision,0.18m,0.00m,N/A,0.01m,0.19m,,,,,,,,
Final Fantasy XI: Online,Square Enix,18th Apr 06  ,Square Enix,0.17m,0.01m,N/A,0.01m,0.19m,,,,,,,,
Agents of Mayhem,Deep Silver,15th Aug 17  ,Deep Silver,0.08m,0.08m,N/A,0.03m,0.19m,,,,,,,,
IHRA Professional Drag Racing 2005,Bethesda Softworks,09th Nov 04  ,Bethesda Softworks,0.09m,0.07m,N/A,0.02m,0.19m,,,,,,,,
"b""SpongeBos Surf & Skate Roadtrip""",THQ,08th Nov 11  ,THQ,0.15m,0.03m,N/A,0.02m,0.19m,,,,,,,,
Mace Griffin: Bounty Hunter,VU Games,20th Jun 03  ,VU Games,0.09m,0.07m,N/A,0.02m,0.19m,,,,,,,,
The Spiderwick Chronicles,Sierra Entertainment,05th Feb 08  ,Sierra Entertainment,0.17m,0.01m,N/A,0.01m,0.19m,,,,,,,,
Dishonored: Definitive Edition,Bethesda Softworks,25th Aug 15  ,Bethesda Softworks,0.12m,0.05m,N/A,0.02m,0.19m,,,,,,,,
Legacy of Kain: Defiance,Eidos Interactive,11th Nov 03  ,Eidos Interactive,0.14m,0.04m,N/A,0.01m,0.19m,,,,,,,,
Trivial Pursuit unhinged,Atari,24th Mar 04  ,Atari,0.09m,0.07m,N/A,0.02m,0.19m,,,,,,,,
Tales of the World: Narikiri Dungeon 2,Namco,25th Oct 02  ,Namco,N/A,N/A,0.19m,0.00m,0.19m,,,,,,,,
Majin and the Forsaken Kingdom,Namco Bandai,30th Nov 10  ,Namco Bandai,0.14m,0.03m,0.00m,0.01m,0.19m,,,,,,,,
Aliens versus Predator: Extinction,Electronic Arts,30th Jul 03  ,Electronic Arts,0.09m,0.07m,N/A,0.02m,0.19m,,,,,,,,
Silent Scope 2: Dark Silhouette,Konami,18th Sep 01  ,Konami,0.09m,0.07m,N/A,0.02m,0.19m,,,,,,,,
Dave Mirra Freestyle BMX 2,Acclaim Entertainment,25th Nov 01  ,Acclaim Entertainment,0.14m,0.05m,N/A,0.00m,0.19m,,,,,,,,
Super Street Fighter IV: Arcade Edition,Capcom,28th Jun 11  ,Capcom,0.12m,0.03m,0.03m,0.01m,0.19m,,,,,,,,
International Cricket 2010,Codemasters,18th Jun 10  ,Codemasters,N/A,0.15m,N/A,0.04m,0.19m,,,,,,,,
"b""Jikkyou Powerful Pro Yakyuu 96 Kaimakuban""",Konami,19th Jul 96  ,Konami,N/A,N/A,0.19m,0.00m,0.19m,,,,,,,,
NHL Hitz Pro,Midway Games,25th Sep 03  ,Midway Games,0.09m,0.07m,N/A,0.02m,0.19m,,,,,,,,
"b""Tokimeki Memorial Girls Side 3rd Story""",Konami,24th Jun 10  ,Konami,N/A,N/A,0.19m,N/A,0.19m,,,,,,,,
I SPY castle,Scholastic Inc.,25th Oct 11  ,Scholastic Inc.,0.17m,N/A,N/A,0.02m,0.19m,,,,,,,,
Avatar: The Last Airbender - Into the Inferno,THQ,13th Oct 08  ,THQ,0.17m,0.01m,N/A,0.01m,0.19m,,,,,,,,
Allied General,SSI,30th Sep 96  ,SSI,0.11m,0.07m,N/A,0.01m,0.19m,,,,,,,,
Destiny 2: Forsaken,Activision,04th Sep 18  ,Activision,0.12m,0.04m,N/A,0.03m,0.19m,,,,,,,,
Fire ProWrestling G,Human Entertainment,24th Jun 99  ,Human Entertainment,N/A,N/A,0.18m,0.01m,0.19m,,,,,,,,
Kamen Rider: Battride War,Namco Bandai Games,23rd May 13  ,Namco Bandai Games,N/A,N/A,0.19m,N/A,0.19m,,,,,,,,
Naruto: Ninja Destiny,D3Publisher,20th Mar 08  ,D3Publisher,0.02m,0.01m,0.16m,0.00m,0.19m,,,,,,,,
WWE All Stars,THQ,29th Mar 11  ,THQ,0.10m,0.07m,N/A,0.02m,0.19m,,,,,,,,
Namco Museum Megamix,Namco Bandai,16th Nov 10  ,Namco Bandai,0.17m,N/A,N/A,0.02m,0.19m,,,,,,,,
Elite: Dangerous,Frontier Developments,27th Jun 17  ,Frontier Developments,0.06m,0.10m,N/A,0.03m,0.19m,,,,,,,,
Stronghold 3,SouthPeak Interactive,25th Oct 11  ,SouthPeak Interactive,0.06m,0.13m,N/A,N/A,0.19m,,,,,,,,
Schlag den Raa,Namco Bandai,10th Sep 10  ,Namco Bandai,N/A,0.17m,N/A,0.02m,0.19m,,,,,,,,
Supreme Commander 2,Square Enix,02nd Mar 10  ,Square Enix,N/A,0.15m,N/A,0.04m,0.19m,,,,,,,,
Dragon Ball FighterZ,Bandai Namco Entertainment,28th Sep 18  ,Bandai Namco Entertainment,0.08m,0.05m,0.04m,0.01m,0.19m,,,,,,,,
Singstar: Ultimate Party,Sony Computer Entertainment,24th Oct 14  ,Sony Computer Entertainment,N/A,0.16m,N/A,0.03m,0.19m,,,,,,,,
Spider-Man: Shattered Dimensions,Activision,07th Sep 10  ,Activision,0.17m,0.01m,N/A,0.01m,0.19m,,,,,,,,
Conan Exiles,Maximum Games,08th May 18  ,Maximum Games,0.04m,0.05m,0.08m,0.02m,0.19m,,,,,,,,
GunGriffon,Sega,01st Jan 96  ,Sega,N/A,N/A,0.19m,0.00m,0.19m,,,,,,,,
Kuma-Tomo,Namco Bandai Games,20th Jun 13  ,Namco Bandai Games,N/A,N/A,0.19m,N/A,0.19m,,,,,,,,
SNK Arcade Classics Vol. 1,SNK Playmore,29th Apr 08  ,SNK Playmore,0.09m,0.07m,N/A,0.02m,0.19m,,,,,,,,
SingStar Pop Vol.2,Sony Computer Entertainment,23rd Sep 08  ,Sony Computer Entertainment,0.09m,0.07m,N/A,0.02m,0.19m,,,,,,,,
Darkstalkers 3,Capcom,30th Nov 98  ,Capcom,0.11m,0.07m,N/A,0.01m,0.19m,,,,,,,,
Phantasy Star Nova,Sega,27th Nov 14  ,Sega,N/A,N/A,0.19m,N/A,0.19m,,,,,,,,
Chaotic: Shadow Warriors,Activision,17th Nov 09  ,Activision,0.18m,N/A,N/A,0.01m,0.19m,,,,,,,,
Frequency,Sony Computer Entertainment,19th Nov 01  ,Sony Computer Entertainment,0.09m,0.07m,N/A,0.02m,0.19m,,,,,,,,
Tomb Raider: Underworld,Eidos Interactive,18th Nov 08  ,Eidos Interactive,0.15m,0.02m,N/A,0.01m,0.19m,,,,,,,,
Inazuma Eleven Strikers 2012 Xtreme,Level 5,22nd Dec 11  ,Level 5,N/A,N/A,0.19m,N/A,0.19m,,,,,,,,
The Polar Express,THQ,02nd Nov 04  ,THQ,0.14m,0.05m,N/A,0.00m,0.19m,,,,,,,,
Silent Hill HD Collection,Konami Digital Entertainment,20th Mar 12  ,Konami Digital Entertainment,0.11m,0.06m,0.01m,0.02m,0.19m,,,,,,,,
Project X Zone 2,Namco Bandai Games,16th Feb 16  ,Namco Bandai Games,0.06m,0.04m,0.09m,0.01m,0.19m,,,,,,,,
Arc Rise Fantasia,Ignition Entertainment,20th Jul 10  ,Ignition Entertainment,0.12m,N/A,0.06m,0.01m,0.19m,,,,,,,,
2002 FIFA World Cup,EA Sports,22nd Apr 02  ,EA Sports,0.14m,0.04m,N/A,0.01m,0.19m,,,,,,,,
Heavy Fire: Afghanistan,Mastiff,18th Nov 11  ,Mastiff,0.17m,N/A,N/A,0.03m,0.19m,,,,,,,,
Jampack: Summer 2003 (RP-T),Sony Computer Entertainment,29th Apr 03  ,Sony Computer Entertainment,0.09m,0.07m,N/A,0.02m,0.19m,,,,,,,,
Arcade Shooting Gallery,Zoo Games,09th Nov 08  ,Zoo Games,0.18m,N/A,N/A,0.01m,0.19m,,,,,,,,
IL-2 Sturmovik: Birds of Prey,505 Games,08th Sep 09  ,505 Games,0.08m,0.07m,N/A,0.04m,0.19m,,,,,,,,
Mystery Tales of Time Travel,O-Games,10th Dec 10  ,O-Games,0.01m,0.15m,N/A,0.02m,0.19m,,,,,,,,
"b""LEGO Marvels Avengers""",Warner Bros. Interactive Entertainment,26th Jan 16  ,Warner Bros. Interactive Entertainment,0.03m,0.12m,N/A,0.04m,0.19m,,,,,,,,
Dengeki Bunko Fighting Climax,Sega,06th Oct 15  ,Sega,0.07m,0.00m,0.10m,0.02m,0.19m,,,,,,,,
"b""Froggers Adventures 2: The Lost Wand""",Konami,05th Nov 02  ,Konami,0.14m,0.05m,N/A,0.00m,0.19m,,,,,,,,
Sudeki,Microsoft Game Studios,20th Jul 04  ,Microsoft Game Studios,0.14m,0.04m,N/A,0.01m,0.19m,,,,,,,,
Ice Age: Dawn of the Dinosaurs    Read the review,Activision,30th Jun 09  ,Activision,0.13m,0.04m,N/A,0.02m,0.19m,,,,,,,,
"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",Sony Computer Entertainment,02nd Jul 09  ,Sony Computer Entertainment,N/A,N/A,0.19m,N/A,0.19m,,,,,,,,
AeroFighters Assault,Vic Tokai,30th Oct 97  ,Vic Tokai,0.15m,0.04m,N/A,0.00m,0.19m,,,,,,,,
"b""Sesame Street: Elmos Number Journey""",NewKidCo,30th Nov 99  ,NewKidCo,0.15m,0.04m,N/A,0.00m,0.19m,,,,,,,,
Hexen,GT Interactive,31st May 97  ,GT Interactive,0.15m,0.04m,N/A,0.00m,0.19m,,,,,,,,
Mace: The Dark Age,Midway Games,01st Oct 97  ,Midway Games,0.15m,0.04m,N/A,0.00m,0.19m,,,,,,,,
Quake,Midway Games,24th Mar 98  ,Midway Games,0.15m,0.04m,N/A,0.00m,0.19m,,,,,,,,
Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),Imagineer,20th Dec 96  ,Imagineer,N/A,N/A,0.19m,0.00m,0.19m,,,,,,,,
Puyo Puyo Sun 64,Compile,31st Oct 97  ,Compile,N/A,N/A,0.16m,0.03m,0.19m,,,,,,,,
Tottadoo! Yoiko no Mujintou Seikatsu,Namco Bandai,03rd Apr 08  ,Namco Bandai,N/A,N/A,0.19m,N/A,0.19m,,,,,,,,
Teenage Mutant Ninja Turtles 2: Battle Nexus,Konami,19th Oct 04  ,Konami,0.15m,0.04m,N/A,0.01m,0.19m,,,,,,,,
Barbie Horse Adventures: Riding Camp,Activision,21st Oct 08  ,Activision,0.09m,0.07m,N/A,0.02m,0.19m,,,,,,,,
Fate/Extella: The Umbral Star,Xseed Games,25th Jul 17  ,Xseed Games,0.08m,0.06m,0.04m,0.01m,0.19m,,,,,,,,
SSX Tricky,EA Sports BIG,31st Oct 02  ,EA Sports BIG,0.14m,0.05m,N/A,0.00m,0.19m,,,,,,,,
Kenka Banchou 4: Ichinen Sensou,Spike,25th Feb 10  ,Spike,N/A,N/A,0.19m,N/A,0.19m,,,,,,,,
Air Conflicts: Secret Wars,Kalypso,01st Nov 11  ,Kalypso,0.10m,0.06m,N/A,0.03m,0.19m,,,,,,,,
Transformers: Prime,Activision,30th Oct 12  ,Activision,0.14m,0.03m,N/A,0.02m,0.19m,,,,,,,,
NBA 2K11,2K Sports,05th Oct 10  ,2K Sports,0.18m,N/A,N/A,0.01m,0.19m,,,,,,,,
Warhammer: Shadow of the Horned Rat,SSI,01st Nov 96  ,SSI,0.11m,0.07m,N/A,0.01m,0.19m,,,,,,,,
Dead Space 3,Electronic Arts,05th Feb 13  ,Electronic Arts,0.02m,0.16m,N/A,0.01m,0.19m,,,,,,,,
50 Cent: Blood on the Sand,THQ,24th Feb 09  ,THQ,0.10m,0.06m,0.01m,0.03m,0.19m,,,,,,,,
FaceBreaker,EA Sports,03rd Sep 08  ,EA Sports,0.15m,0.02m,N/A,0.01m,0.19m,,,,,,,,
Pro Yakyuu Team o Tsukurou!,Sega,22nd May 08  ,Sega,N/A,N/A,0.19m,N/A,0.19m,,,,,,,,
ESPN International Track & Field,Konami,25th Oct 00  ,Konami,0.09m,0.07m,N/A,0.02m,0.19m,,,,,,,,
Toukiden Kiwami,Tecmo Koei,28th Apr 15  ,Tecmo Koei,0.06m,0.07m,0.03m,0.03m,0.19m,,,,,,,,
DanceDanceRevolution,Konami,16th Nov 10  ,Konami,0.12m,0.05m,N/A,0.02m,0.19m,,,,,,,,
Dark Souls II,Namco Bandai Games,24th Apr 14  ,Namco Bandai Games,0.09m,0.08m,N/A,0.02m,0.19m,,,,,,,,
Lunar Legend,Ubisoft,08th Dec 02  ,Ubisoft,0.14m,0.05m,N/A,0.00m,0.19m,,,,,,,,
Conflict: Global Terror,2K Games,04th Oct 05  ,2K Games,0.09m,0.07m,N/A,0.02m,0.19m,,,,,,,,
Death Jr.,Konami,16th Aug 05  ,Konami,0.17m,0.00m,N/A,0.01m,0.19m,,,,,,,,
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,D3 Publisher,08th Jun 06  ,D3 Publisher,N/A,N/A,0.19m,N/A,0.19m,,,,,,,,
The Walking Dead: Season Two,Telltale Games,14th Oct 14  ,Telltale Games,0.09m,0.06m,N/A,0.03m,0.19m,,,,,,,,
3rd Super Robot Wars Z Jigoku Hen,Namco Bandai Games,10th Apr 14  ,Namco Bandai Games,N/A,N/A,0.19m,N/A,0.19m,,,,,,,,
"b""Cabelas Survival: Shadows of Katmai""",Activision,01st Nov 11  ,Activision,0.11m,0.05m,N/A,0.03m,0.19m,,,,,,,,
Hulk,Universal Interactive,27th May 03  ,Universal Interactive,0.15m,0.04m,N/A,0.01m,0.19m,,,,,,,,
Boogie,Electronic Arts,12th Nov 07  ,Electronic Arts,0.09m,0.07m,N/A,0.02m,0.19m,,,,,,,,
Gungrave,Sega,16th Sep 02  ,Sega,0.09m,0.07m,N/A,0.02m,0.19m,,,,,,,,
Phantasy Star Universe,Sega,24th Oct 06  ,Sega,N/A,N/A,0.19m,N/A,0.19m,,,,,,,,
Transworld Surf,Atari,30th Apr 02  ,Atari,0.09m,0.07m,N/A,0.02m,0.19m,,,,,,,,
Tenchu: Fatal Shadows,Sega,15th Feb 05  ,Sega,0.09m,0.07m,N/A,0.02m,0.19m,,,,,,,,
Magical ZhuZhu Princess: Carriages & Castles,Activision,08th Feb 11  ,Activision,0.13m,0.04m,N/A,0.02m,0.19m,,,,,,,,
Jurassic: The Hunted,Activision,03rd Nov 09  ,Activision,0.17m,N/A,N/A,0.02m,0.19m,,,,,,,,
Reel Fishing Paradise 3D,Natsume,28th Jun 11  ,Natsume,0.12m,N/A,0.06m,0.01m,0.19m,,,,,,,,
Fairy Fencer F,NIS America,16th Sep 14  ,NIS America,0.05m,0.03m,0.09m,0.02m,0.19m,,,,,,,,
The Legend of Spyro: A New Beginning,Sierra Entertainment,10th Oct 06  ,Sierra Entertainment,0.15m,0.04m,N/A,0.01m,0.19m,,,,,,,,
International Soccer,Mattel Interactive,01st Jan 82  ,Mattel Interactive,0.18m,0.01m,N/A,0.00m,0.19m,,,,,,,,
